输入文本,生成问题,参考问题,改写问题,F1
"[['大峡谷（中国长白山锦江大峡谷）', '北纬', '41 ° 50 ′——42 ° 00 ′']]",大 峡 谷 的 北 纬 是 多 少 ？,你知道大峡谷在什么北纬吗？,请问大峡谷（中国长白山锦江大峡谷）的北纬坐标是多少？,0.5919643640518188
"[['iMessage', '发行公司', '苹果公司'], ['苹果公司', '年营业额', '1,827.95,亿美元（2014年）']]",你 知 道 imessage 的 发 行 公 司 的 年 营 业 额 是 多 少 吗 ？,你知道iMessage的发行公司的年营业额是多少吗？,苹果公司，也就是 iMessage 的发行公司，在 2014 年的年营业额是多少？,0.6125857830047607
"[['佩皮尼昂机场', '三字代码', 'PGF']]",你 知 道 佩 皮 尼 昂 机 场 的 三 字 代 码 吗 ？,佩皮尼昂机场的三字代码是什么？,请问佩皮尼昂机场的三字代码是什么？,0.7361096143722534
"[['筒井茉莉', '生日', '9月2日']]",筒 井 茉 莉 的 生 日 是 什 么 时 候 ？,筒井茉莉是哪天的生日？,筒井茉莉的生日是哪一天呢？,0.6667769551277161
"[['修灵成圣', '作者', '昭武校尉'], ['昭武校尉', '废除时间', '元']]",修 灵 成 圣 的 作 者 是 什 么 时 候 废 除 的 ？,修灵成圣的作者是什么时候废除的？,请问修灵成圣的作者是哪位，以及这位作者是在哪个朝代被废除的？,0.6231141686439514
"[['东北平原', '主要城市', '沈阳、哈尔滨、长春、齐齐哈尔等']]",东 北 平 原 的 主 要 城 市 有 哪 些 ？,你知道主要城市的东北平原吗？,东北平原的主要城市有哪些？,0.6363832354545593
"[['双城记（英法1989年菲利普·莫尼尔执导电视剧）', '原创音乐', 'Serge Franklin']]",双 城 记 的 原 创 音 乐 是 什 么 ？,双城记是谁的原创作品？,请问《双城记》这部电视剧的原创音乐是谁创作的？,0.59438157081604
"[['山东剧院', '建成时间', '1955年元旦']]",你 知 道 山 东 剧 院 的 建 成 时 间 吗 ？,请问山东剧院是什么时候建成的？,请问山东剧院是在哪一年元旦建成呢？,0.6384559869766235
"[['武车士', '装帧', '平装']]",武 车 士 的 装 帧 怎 么 样 ？,有一本叫《武车士》的书是怎样装订的,请问武车士的装帧形式是什么？,0.6389768719673157
"[['果倍爽', '诞生', '诞生于德国']]",果 倍 爽 是 什 么 时 候 诞 生 的 ？,有谁知道果倍爽是什么时候诞生的？,请问果倍爽是何时诞生的？,0.6080278158187866
"[['石城站（中国江苏省苏州市境内地铁车站）', '运营单位', '苏州市轨道交通集团有限公司']]",请 问 石 城 站 是 哪 个 单 位 运 营 的 ？,石城站的运营单位是什么啊？,请问苏州市轨道交通集团有限公司运营的是哪个地铁车站？,0.6130965948104858
"[['困囚五行山', '参战方', '孙悟空'], ['孙悟空', '兵器', '如意金箍棒']]",困 囚 五 行 山 的 参 战 方 使 用 的 是 什 么 兵 器 ？,你知道困囚五行山的参战方使用的什么兵器吗？,困囚五行山的参战方使用的兵器是什么？,0.6295331716537476
"[['太阳能电池板', '主要材料', '硅']]",太 阳 能 电 池 板 的 主 要 材 料 是 什 么 ？,你知道太阳能电池板主要是由什么材料制成的吗？,太阳能电池板的主要材料是什么？,0.6758953928947449
"[['温泉关之战', '名称', '温泉关之战']]",温 泉 关 之 战 的 名 称 叫 什 么 ？,谁知道温泉关之战又叫做什么呢？,请问温泉关之战的名称是什么？,0.6425125002861023
"[['上都河', '发源地', '沽源县']]",你 知 道 上 都 河 的 发 源 地 是 哪 里 吗 ？,你知道上都河的发源地是哪里吗？,请问上都河的源头在哪个地方？,0.6547858119010925
"[['虎（猫科豹属虎亚属动物）', '亚属', '虎亚属']]",虎 的 亚 属 是 什 么 ？,我很好奇虎是哪个亚属的？,虎属于哪个亚属？,0.60527104139328
"[['南沟村（山西省寿阳县平头镇南沟村）', '人均纯收入', '为5665元']]",南 沟 村 的 人 均 纯 收 入 是 多 少 ？,你知道南沟村的人均收入是多少吗？,请问南沟村的人均纯收入是多少？,0.6596893072128296
"[['乌盆记（经典京剧剧目）', '主要人物', '刘世昌、张别古、赵大、包拯']]",请 问 乌 盆 记 的 主 要 人 物 是 谁 ？,你知道乌盆记的主要人是谁啊？,乌盆记这部经典京剧剧目中的主要人物有哪些？,0.5887348055839539
"[['中瑞自贸协定', '创建时间', '2010年1月26日']]",中 瑞 自 贸 协 定 是 什 么 时 候 创 建 的 ？,中瑞自贸协定啥时候建立的呀？,请问中瑞自贸协定是在哪一天成立的？,0.6594935059547424
"[['格格（清朝贵族称谓）', '使用时间', '满族和清朝']]",格 格 使 用 时 间 是 什 么 时 候 ？,格格什么时间使用？,请问格格这个清朝贵族的称谓是在什么时期被使用的？,0.6113743782043457
"[['虎皮豆腐', '主要食材', '石磨豆腐，五花肉']]",请 问 虎 皮 豆 腐 的 主 要 食 材 是 什 么 ？,虎皮豆腐需要用到什么材料？,虎皮豆腐的主要食材包括哪些？,0.6481863260269165
"[['溴酸钾', '相对密度', '3.27(水=1）']]",溴 酸 钾 的 相 对 密 度 是 多 少 ？,溴酸钾的相对密度是多少啊？,请问溴酸钾的相对密度是多少？,0.6690263748168945
"[['红豆国际广场', '开盘时间', '2008年6月28日']]",红 豆 国 际 广 场 的 开 盘 时 间 是 什 么 时 候 ？,红豆国际广场什么时候开盘？,请问红豆国际广场的开盘时间是什么时候？,0.6793828010559082
"[['3D太空站', '其它译名', '国际空间站'], ['国际空间站', '高度', '20米']]",3D 太 空 站 的 其 它 译 名 有 多 高 ？,3D太空站的其它译名有多高？,请问3D太空站的其它译名是国际空间站，它的高度是多少？,0.6645440459251404
"[['超自然研究部', '成员', '绫地宁宁']]",超 自 然 研 究 部 有 哪 些 成 员 ？,超自然研究部里有哪些成员？,请问超自然研究部的成员有哪些？,0.6956276893615723
"[['页页枫情', '作者', '帷幕'], ['帷幕', '释义', '多指用作遮挡的幕布']]",请 问 页 页 枫 情 的 作 者 是 什 么 意 思 ？,你知道页页枫情的作者是什么意思吗？,请问页页枫情的作者是谁？,0.5891634821891785
"[['四川音乐学院', '博士后流动站', '1个']]",四 川 音 乐 学 院 有 几 个 博 士 后 流 动 站 ？,请问四川音乐学院有几个博士后流动站？,四川音乐学院有多少个博士后流动站？,0.7610099911689758
"[['N-羟乙基哌嗪', '水溶性', 'MISCIBLE']]",N - 羟 乙 基 哌 嗪 的 水 溶 性 怎 么 样 ？,请问N-羟乙基哌嗪的水溶性具体是什么？,请问N-羟乙基哌嗪的水溶性如何？,0.7193458676338196
"[['鹰扬（汉语词汇）', '意为', '威武貌']]",你 知 道 鹰 扬 是 什 么 意 思 吗 ？,请问鹰扬是什么意思？,鹰扬这个汉语词汇代表什么意思？,0.5678679347038269
"[['严智苑', '家庭成员', '父亲、母亲、姐姐']]",严 智 苑 还 有 哪 些 家 庭 成 员 ？,你知道严智苑的家庭成员有哪些吗？,严智苑的家庭成员还有哪些？,0.6364873647689819
"[['槛', '五笔86', 'sjtl']]",你 知 道 槛 用 五 笔 怎 么 拼 吗 ？,槛字的五笔输入法怎么写？,请问槛的五笔怎么拼写？,0.5556566715240479
"[['金沙湾（十堰金沙湾）', '项目', '沙滩体育等']]",金 沙 湾 有 哪 些 项 目 ？,你知道金沙湾有多少个项目啊？,请问金沙湾（十堰金沙湾）有哪些项目？,0.6029934883117676
"[['六甲山', '海拔高度', '931米']]",你 知 道 六 甲 山 有 多 高 吗 ？,六甲山有多高？,请问六甲山的海拔高度是多少？,0.6233115792274475
"[['江南诗友书社', '服务', '交流、学习、编辑、出版等']]",请 问 江 南 诗 友 书 社 提 供 什 么 服 务 ？,江南诗友书社提供了哪些服务？,江南诗友书社主要提供哪些服务？,0.6587576866149902
"[['东马格拉哨所', '所属省份', '内蒙古']]",东 马 格 拉 哨 所 属 于 哪 个 省 份 ？,东马格拉哨所位于我国哪个省？,东马格拉哨所属于哪个省份？,0.6702259182929993
"[['松果体瘤', '英文别名', 'pinealoma']]",松 果 体 瘤 英 文 怎 么 说 ？,松果体瘤的英文名是什么啊？,请问松果体瘤的英文别名是什么？,0.6496016979217529
"[['莽山铁烙头蛇', '种', '莽山烙铁头'], ['莽山烙铁头', '命名人', '陈远辉\xa0赵尔宓']]",莽 山 铁 烙 头 蛇 的 种 是 根 据 谁 命 名 的 ？,莽山铁烙头蛇的种是根据谁命名的？,莽山铁烙头蛇的种是根据谁命名的？,0.6231095790863037
"[['洪森（柬埔寨首相、柬埔寨人民党主席）', '政党', '柬埔寨人民党']]",你 知 道 洪 森 属 于 哪 个 政 党 吗 ？,洪森属于什么政党你们知道吗？,洪森是哪个政党的成员？,0.5549852848052979
"[['九龙公园（山西翼城九龙公园）', '名称由来', '，因建在古九龙泉旧址，']]",你 知 道 九 龙 公 园 的 名 称 由 来 吗 ？,你知道九龙公园的名称来自哪里吗？,请问九龙公园名称的由来是什么？,0.6500766277313232
"[['安徽大学研究生院', '校园面积', '3200余亩']]",安 徽 大 学 研 究 生 院 的 校 园 面 积 是 多 少 ？,谁知道安徽大学研究生院的面积是多少呢？,请问安徽大学研究生院的校园面积是多少？,0.6928039193153381
"[['登州', '废除时间', '民国初年']]",登 州 什 么 时 候 废 除 的 ？,谁知道登州具体是哪天废止使用的呀？,请问登州是在哪一年被废除的？,0.5631388425827026
"[['郑郭镇', '代码', '411681109']]",郑 郭 镇 的 代 码 是 什 么 ？,请问郑郭镇的代码是什么？,请问郑郭镇的代码是什么？,0.6039479970932007
"[['86（丰田汽车型号）', '制动方式', '前:碟式制动 后：鼓式制动']]",86 的 制 动 方 式 是 怎 样 的 ？,86是使用什么方式制动的啊？,86（丰田汽车型号）的制动方式是怎样的？,0.5999499559402466
"[['秦淮大道', '长度', '约2.7km']]",秦 淮 大 道 有 多 长 ？,我想知道秦淮大道有多长啊？,请问秦淮大道的长度大约是多少？,0.610112726688385
"[['酥炸粉', '主要食材', '面粉']]",酥 炸 粉 的 主 要 食 材 是 什 么 ？,做酥炸粉需要准备什么食材,酥炸粉的主要食材是什么？,0.629766047000885
"[['办公高隔间', '外形', '效果时尚、高雅、简洁、精致']]",办 公 高 隔 间 的 外 形 是 怎 样 的 ？,请问办公高隔间的外观是什么样的？,请问办公高隔间的设计风格是怎样的？,0.6369677782058716
"[['殷离', '父亲', '殷野王'], ['殷野王', '所处时代', '元末']]",殷 离 的 父 亲 处 于 什 么 时 代 ？,殷离的父亲 处于什么时代？,殷离的父亲殷野王是哪个时代的人？,0.6108343005180359
"[['砂型铸造', '使用', '刚玉砂'], ['刚玉砂', '别称', '氧化铝'], ['氧化铝', '水溶性', '不溶于水,易溶于碱和酸']]",砂 型 铸 造 的 使 用 的 别 称 的 水 溶 性 怎 么 样 ？,砂型铸造的使用的别称的水溶性怎么样？,砂型铸造使用的刚玉砂，也就是氧化铝，它的水溶性如何？,0.6386687755584717
"[['姚庄村（安徽省定远县炉桥镇下辖村）', '土地面积', '5370亩']]",姚 庄 村 有 多 少 亩 土 地 面 积 ？,你知道姚庄村的占地面积多大吗？,请问姚庄村（安徽省定远县炉桥镇下辖村）的土地面积是多少亩？,0.6119922399520874
"[['日本战国物语', '出版社', '中国友谊出版公司']]",日 本 战 国 物 语 的 出 版 社 是 什 么 ？,你们知道日本战国物语的出版社么？,请问《日本战国物语》的出版社是哪家？,0.6782242655754089
"[['秦王妃', '作者', '白鳍豚'], ['白鳍豚', '濒危状态', '功能性灭绝']]",秦 王 妃 的 作 者 处 于 怎 样 的 濒 危 状 态 ？,谁知道秦王妃的作者处于怎样的濒危状态？,请问秦王妃的作者是处于什么濒危状态？,0.6259394288063049
"[['东方汐', '坐骑', '御风']]",东 方 汐 的 坐 骑 是 什 么,东方汐的坐骑是啥,请问东方汐的坐骑是什么？,0.6653183102607727
"[['圆鳍鱼科', '亚门', '脊椎动物亚门']]",圆 鳍 鱼 科 属 于 哪 个 亚 门 ？,请问圆鳍鱼科属于哪个亚门？,请问圆鳍鱼科属于哪个亚门？,0.6792606115341187
"[['半路夫妻', '出品人', '田涛，马和欣，袁悟正等']]",半 路 夫 妻 的 出 品 人 是 谁 ？,你知道半路夫妻是谁出品的吗？,请问《半路夫妻》的出品人有哪些？,0.6219415068626404
"[['魔刃', '游戏平台', 'PC、网络游戏']]",魔 刃 在 什 么 游 戏 平 台 能 够 下 载 ？,魔刃的游戏平台用的是什么有人知道吗？,请问魔刃这个游戏的下载平台有哪些？,0.6139935255050659
"[['特拉唑嗪', '沸点', '664.5 ℃']]",特 拉 唑 嗪 在 什 么 温 度 沸 腾 ？,特拉唑嗪是在多少温度沸腾的啊？,特拉唑嗪的沸点是多少摄氏度？,0.6383852958679199
"[['变态激素', '作用', '主导促进作用']]",变 态 激 素 有 哪 些 作 用 ？,有人了解变态激素的作用是什么吗?,请问变态激素有哪些主导促进作用？,0.6352849006652832
"[['BitTorrent', '发明者', 'Bram Cohen']]",BitTorrent 是 谁 发 明 的 ？,你知道BitTorrent是谁发明的吗？,请问 BitTorrent 是谁发明的？,0.5761908888816833
"[['九尾火狐（网游《赛尔号》中的角色）', '精灵序号', '1017']]",请 问 九 尾 火 狐 的 精 灵 序 号 是 多 少 ？,请问九尾火狐的精灵序号是多少？,请问九尾火狐在《赛尔号》中的精灵序号是多少？,0.6765602231025696
"[['太太乐蘑菇精', '隶属公司', '上海市太太乐食品有限公司']]",太 太 乐 蘑 菇 精 属 于 哪 个 公 司 ？,你了解太太乐蘑菇精属于什么公司吗？,请问太太乐蘑菇精是哪个公司旗下的产品？,0.6434395909309387
"[['电视概论', '章节', '五个']]",电 视 概 论 有 多 少 章 节 ？,大家知道电视概论有多少章节吗？,请问电视概论一共有多少章节？,0.6264535784721375
"[['EMCC（欧洲导师与教练协会）', '登记单位', '比利时注册']]",EMCC 的 登 记 单 位 是 什 么,EMCC的登记单位在那,EMCC 的注册单位是哪里？,0.6321828365325928
"[['盆景艺术（1981年发行的特种邮票）', '全套枚数', '6']]",盆 景 艺 术 全 套 有 多 少 枚 ？,请问盆景艺术一套有多少枚啊？,请问1981年发行的特种邮票《盆景艺术》全套共有多少枚？,0.6198053359985352
"[['尸检', '部门', '卫生行政部门'], ['卫生行政部门', '管辖', '法规']]",谁 能 告 诉 我 尸 检 的 部 门 都 管 范 围 内 的 事 情 ？,谁能告诉我尸检的部门都管些什么方面的事情？,请问尸检的部门都管辖哪些法规？,0.5555084943771362
"[['艾哈迈德一世', '国籍', '奥斯曼帝国'], ['奥斯曼帝国', '所属洲', '欧洲']]",艾 哈 迈 德 一 世 的 国 籍 属 于 哪 个 洲 ？,艾哈迈德一世的国籍属于哪个洲？,艾哈迈德一世的国籍属于哪个洲？,0.6655621528625488
