输入文本,生成问题,参考问题,改写问题
"[['广东珠江律师事务所', '批准部门', '广东省司法厅']]",请 问 广 东 珠 江 律 师 事 务 所 是 由 什 么 部 门 批 准 的 ？,请问广东珠江律师事务所是由哪个部门批准进行的？,请问广东省司法厅批准了广东珠江律师事务所吗？
"[['三星GT-S3870U', '摄像头', '内置']]",三 星 GT - S3870U 的 摄 像 头 是 什 么 ？,你知道三星GT-S3870U的像素吗？,请问三星 GT-S3870U 的摄像头是内置的吗？
"[['翻晒干草的女人', '属地', '莫斯科特列恰柯夫美术馆收藏']]",翻 晒 干 草 的 女 人 属 于 什 么 地 方 ？,翻晒干草的女人的属地是什么？,请问翻晒干草的女人属于哪个地方？
"[['卓不凡（漫画《神兵玄奇》中的人物）', '出生年份', '公元359年']]",卓 不 凡 是 哪 年 出 生 的 ？,卓不凡几几年出生的？,请问卓不凡是哪年出生的？
"[['寂寞在唱歌（红莲妖姬所著小说）', '作品风格', '正剧']]",寂 寞 在 唱 歌 的 风 格 是 什 么 ？,寂寞在唱歌的风格是什么？,寂 寞 在 唱 歌 的 作 风 是 什 么 ？
"[['广州南站（中国广东省广州市境内铁路车站）', '车站性质', '高铁站、城铁站、枢纽站、客运站']]",广 州 南 站 是 什 么 性 质 的 车 站 ？,你知道广州南站属于什么性质吗？,广州南站属于哪几类车站？
"[['Bad Romance', '单曲格式', '数字音乐，CD，黑胶唱片']]",Bad Romance 的 单 曲 格 式 是 什 么 ？,你知道Bad Romance的格式吗,Bad Romance 的单曲格式有哪些？
"[['圆觉寺（河南叶县圆觉寺）', '俗名', '草字庙']]",圆 觉 寺 俗 称 什 么 ？,你知道圆觉寺的俗名是什么吗？,请问圆觉寺（河南叶县圆觉寺）的俗名是什么？
"[['鹰扬（汉语词汇）', '意为', '威武貌']]",鹰 扬 的 意 思 是 什 么 ？,请问鹰扬是什么意思？,鹰扬这个汉语词汇的含义是什么？
"[['晕眩（手游《王者荣耀》召唤师技能）', '冷却时间', '90秒']]",你 知 道 晕 眩 的 冷 却 时 间 是 多 久 吗 ？,你知道晕眩有多少的cd时间吗？,请问晕眩的冷却时间是多少？
"[['Miss Monday（动漫《海贼王》中角色）', '招式', '怪力,千斤顶,金刚拳']]",你 知 道 Miss Monday 的 招 式 是 什 么 吗 ？,Miss Monday有什么招式,Miss Monday 的招式有哪些？
"[['日本（东亚国家）', '陆地面积', '约 378000 km²(包括北海道、本州、四国、九州四个大岛和其它6800多个小岛屿。)']]",你 知 道 日 本 的 陆 地 面 积 有 多 大 吗 ？,日本的陆地面积达到多少？,请问日本的陆地面积大约是多少？
"[['95式自动步枪（军事武器枪械）', '总设计师', '朵英贤']]",95 式 自 动 步 枪 的 总 设 计 师 是 谁 ？,95式自动步枪的总设计师是谁,95式自动步枪的总设计师是谁？
"[['2010-2011中央电视台跨年盛典', '直播平台', 'CCTV-1']]",请 问 2010 - 2011 中 央 电 视 台 跨 年 盛 典 在 哪 个 直 播 平 台 播 放 ？,2010-2011中央电视台跨年盛典的直播平台是什么,请问2010-2011年中央电视台跨年盛典是在哪个频道播出的？
"[['南通农场', '东西长', '13.5公里']]",南 通 农 场 的 东 西 有 多 长 ？,南通农场东西有多长？,南通农场的长度是多少？
"[['新禁断之恋', '漫画作者', '大海十梦']]",你 知 道 新 禁 断 之 恋 的 漫 画 作 者 是 谁 吗 ？,新禁断之恋的漫画是谁画的啊？,请问新禁断之恋的漫画作者是谁？
"[['102（自然数之一）', '十六进制', '66']]",102 的 十 六 进 制 是 什 么 ？,你知道102的十六进制是什么吗,请问102的十六进制是什么？
"[['空心莓组', '形态特征', '直立或攀援']]",空 心 莓 组 的 形 态 特 征 是 什 么 ？,我想了解一下空心莓组它的形态特征是什么啊？,请问空心莓组的形态特征是什么？
"[['Le jardinier', '副导演', 'Richard Malbequi']]",你 知 道 Le jardinier 的 副 导 演 是 谁 吗 ？,你们知道Le jardinier的副导演是谁吗,Le jardinier 的 副 导 演 是 谁 ？
"[['CCTV空中剧院', '重播时间', '周一、二、四、五 14:03']]",你 知 道 CCTV 空 中 剧 院 的 重 播 时 间 吗 ？,CCTV空中剧院是什么时候重播的,CCTV空中剧院的节目重播时间是什么时候？
"[['ImagiGARY', '执行制片人', '查利·麦克德莫特']]",你 知 道 ImagiGARY 的 执 行 制 片 人 是 谁 吗 ？,ImagiGARY的执行制片人是谁,请问ImagiGARY的执行制片人是谁？
"[['AD（珠宝首饰品牌）', '品牌口号', '只争朝夕，一生所爱。']]",AD 的 品 牌 口 号 是 什 么 ？,你知道AD有什么口号啊,请问AD的品牌口号是什么？
"[['威海—青岛高速公路', '线路', '青岛——威海']]",威 海 — 青 岛 高 速 公 路 的 线 路 是 什 么 ？,威海—青岛高速公路经过哪些线路？,请问威海—青岛高速公路的线路是从哪里到哪里的？
"[['江苏省演艺集团飞扬乐团', '隶属公司', '江苏省演艺集团有限公司']]",江 苏 省 演 艺 集 团 飞 扬 乐 团 隶 属 于 哪 个 公 司 ？,谁知道江苏省演艺集团飞扬乐团是那个公司的？,江苏省演艺集团飞扬乐团是哪个公司的？
"[['席狮舞', '项目编号', 'Ⅲ-5']]",席 狮 舞 的 项 目 编 号 是 什 么 ？,席狮舞的项目编号是多少？,请问席狮舞的项目编号是多少？
"[['玻璃扯旗', '繁殖方式', '卵生']]",你 知 道 玻 璃 扯 旗 的 繁 殖 方 式 吗 ？,玻璃扯旗的繁殖方式是什么？,请问玻璃扯旗的繁殖方式是什么？
"[['1961年恩多拉联合国DC-6坠毁事件', '飞机类型', '道格拉斯DC-6B']]",1961 年 恩 多 拉 联 合 国 DC - 6 坠 毁 事 件 是 什 么 类 型 的 飞 机 ？,1961年恩多拉联合国DC-6坠毁事件是什么类型的飞机,请问1961年恩多拉联合国坠毁事件中使用了什么类型的飞机？
"[['付敏（律师）', '执业证号', '15301201411730152']]",请 问 付 敏 的 执 业 证 号 是 什 么 ？,告诉我付敏的执业证号呗,请问付敏的执业证号是什么？
"[['东伯雪鹰', '境界', '领主级浑源生命']]",东 伯 雪 鹰 的 境 界 是 什 么 ？,你知道东伯雪鹰达到了什么境界吗,东伯雪鹰的境界是什么？
"[['TiTi（动画人物）', '梦想', '获得荣耀星，成为真正的魔法精灵']]",你 知 道 TiTi 的 梦 想 是 什 么 吗 ？,TiTi有哪些梦想,请问 TiTi 的梦想是什么？
"[['不居集', '归属类别', '中医典籍']]",你 知 道 不 居 集 属 于 什 么 类 别 吗 ？,不居集是什么类别的,不居集属于哪一类中医典籍？
"[['东湖公园（浙江省台州市临海市东湖公园）', '东西宽', '约150米']]",东 湖 公 园 的 东 西 有 多 宽 ？,请问东湖公园东西宽有多少米？,东湖公园的宽度大约是多少？
"[['永恒冒险', '游戏题材', '魔幻']]",永 恒 冒 险 的 游 戏 题 材 是 什 么 ？,永恒冒险游戏是什么题材？,永恒冒险的游戏题材是什么？
"[['安徽省康博粮油有限公司', '主营业务', '销售“康博”品牌系列食用油']]",安 徽 省 康 博 粮 油 有 限 公 司 的 主 营 业 务 是 什 么 ？,请问安徽省康博粮油有限公司的主营业务有哪些？,请问安徽省康博粮油有限公司主要销售什么产品？
"[['1931年的爱情', '播放平台', '湖南电视剧频道']]",你 知 道 1931 年 的 爱 情 在 什 么 平 台 播 放 吗 ？,1931年的爱情在哪个平台播放的,请问1931年的爱情在哪个平台播放？
"[['OMAC（DC漫画系列）', '连载时间', '1974年10月至1975年12月']]",你 知 道 OMAC 是 什 么 时 候 连 载 的 吗 ？,你知道OMAC连载多久了吗,OMAC（DC漫画系列）的连载时间是什么时候？
"[['v（《东京喰种》中的喰种组织）', '实力', '实力恐怖']]",你 知 道 v 有 什 么 实 力 吗 ？,v的实力怎么样,请问v的实力如何？
"[['上元门站', '出入口数', '3个']]",上 元 门 站 的 出 入 口 数 是 多 少 ？,上元门站的出入口数是多少,上元门站有几个出入口？
"[['飞行机器', '射程', '近战/50']]",飞 行 机 器 的 射 程 是 多 少 ？,飞行机器有多少射程？,请问飞行机器的射程是多少？
"[['青金石块', '亮度', '无']]",青 金 石 块 的 亮 度 如 何 ？,青金石块有多亮？,请问青金石块的亮度如何？
"[['三K党（美国民间排外团体）', '意识形态', '种族主义']]",三 K 党 的 意 识 形 态 是 什 么 ？,谁知道三K党的意识形态？,请问三K党的意识形态是什么？
"[['京九铁路', '途经城市', '北京、商丘、南昌、深圳、香港等']]",京 九 铁 路 途 径 哪 些 城 市 ？,京九铁路途径哪些城市,请问京九铁路经过哪些城市？
"[['上海市教育委员会', '现任主任', '王平']]",上 海 市 教 育 委 员 会 的 现 任 主 任 叫 什 么 名 字 ？,现在谁是上海市教育委员会的主任,请问上海市教育委员会的现任主任是谁？
"[['天山山系', '东西长', '1700千米']]",天 山 山 系 的 东 西 有 多 长 ？,你知道天山山系的东西长度是多少吗？,天山山系从东到西有多长？
"[['113（自然序数）', '大写', '壹佰壹拾叁']]",请 问 113 的 大 写 是 什 么 ？,113的大写怎么写,请问113的大写是什么？
"[['HUAWEI Mate 20 X', '出厂系统', 'EMUI 9.0']]",HUAWEI Mate 20 X 的 出 厂 系 统 是 什 么 ？,谁知道HUAWEI Mate 20 X出厂时配了什么系统,请问HUAWEI Mate 20 X 的出厂系统是哪个版本？
"[['一路上有你第一季', '冠名商', '丸美']]",一 路 上 有 你 第 一 季 的 冠 名 商 是 谁 ？,一路上有你第一季冠名商是谁呀,请问一路上有你第一季的冠名商是谁？
"[['太阳（太阳系中心的恒星）', '逃逸速度', '617.7 km/s']]",太 阳 的 逃 逸 速 度 是 多 少 ？,请问太阳的逃逸速度是多少？,太阳的逃逸速度是多少？
"[['炸鸡排', '营养成分', '蛋白质']]",你 知 道 炸 鸡 排 有 哪 些 营 养 成 分 吗 ？,你知道炸鸡排的成分是什么吗?,炸鸡排的营养成分有哪些？
"[['118（自然数之一）', '四进制', '1312']]",请 问 118 的 四 进 制 是 什 么 ？,告诉我118的四进制啊,118 在 四 进 制 下 是 什 么 ？
"[['上井草风香', '青梅竹马', '三鹰仁']]",上 井 草 风 香 的 青 梅 竹 马 叫 什 么 ？,上井草风香的青梅竹马是谁,上井草风香的青梅竹马是谁？
"[['9·21南投地震', '震级', '里氏7.3级']]",9 · 21 南 投 地 震 的 震 级 是 多 少 ？,9·21南投地震是多少震级？,请问9·21南投地震的震级是多少？
"[['中央民族工作会议（1999年中央民族工作会议）', '会议时间', '1999年9月29日至10月3日']]",中 央 民 族 工 作 会 议 的 会 议 时 间 是 什 么 时 候 ？,中央民族工作会议是什么时候？,请问中央民族工作会议（1999年中央民族工作会议）的会议时间是什么时候？
"[['互联网服务提供商', '服务范围', '一般企业及私人']]",互 联 网 服 务 提 供 商 的 服 务 范 围 是 什 么 ？,互联网服务提供商的服务范围是什么？,请问互联网服务提供商的服务范围包括哪些企业或个人？
"[['中国民主建国会章程', '所属政党', '中国民主建国会']]",中 国 民 主 建 国 会 章 程 属 于 哪 个 党 派 ？,中国民主建国会章程是哪个党派的,中国民主建国会章程属于哪个政党？
"[['索爱X10i', '主屏尺寸', '4英寸']]",索 爱 X10i 的 主 屏 尺 寸 是 多 大 ？,索爱X10i的主屏尺寸是多大？,索爱X10i的主屏尺寸是多少？
"[['刘天孚（元朝官吏、彭城郡侯）', '子', '裕民']]",刘 天 孚 的 儿 子 叫 什 么 ？,大家了解谁是刘天孚的儿子吗？,刘天孚的儿子叫什么名字？
"[['110（自然数之一）', '八进制', '156']]",110 的 八 进 制 是 什 么 ？,你知道110的八进制吗,请问110的八进制是多少？
"[['上海冠勇信息科技有限公司', '办公地点', '上海市闵行区东川路555号']]",上 海 冠 勇 信 息 科 技 有 限 公 司 的 办 公 地 点 在 哪 里 ？,上海冠勇信息科技有限公司是在什么地方上班啊？,请问上海冠勇信息科技有限公司的办公地点在哪里？
"[['中条梓', '就读学校', '国立魔法大学附属第一高中']]",中 条 梓 在 哪 个 学 校 就 读 ？,中条梓的就读学校是什么呢,中条梓就读的学校是哪所？
"[['利姓', '发布', '南宁市、贵港市等']]",你 知 道 利 姓 是 谁 发 布 的 吗 ？,我想知道利姓是谁发布的啊？,请问利姓是哪个地方发布的？
"[['小井村（湖北省咸宁市通城县四庄乡小井村）', '林地面积', '5000亩']]",小 井 村 的 面 积 有 多 大 ？,你知道小井村的林地面积是多大？,请问小井村的林地面积是多少？
"[['龙舞天团', '办公地点', '北京']]",请 问 龙 舞 天 团 的 办 公 地 点 在 哪 里 ？,龙舞天团是在什么地方上班啊？,请问龙舞天团的办公地点在哪里？
"[['NI（化学元素）', '元素符号', 'Ni']]",Ni 的 元 素 符 号 是 什 么 ？,NI的元素符号是啥呀,请问Ni的元素符号是什么？
"[['广东省低碳产业技术协会', '办公地点', '广州新港西路135号']]",请 问 广 东 省 低 碳 产 业 技 术 协 会 的 办 公 地 点 在 哪 里 ？,请问广东省低碳产业技术协会在哪里办公？,请问广东省低碳产业技术协会的办公地点在哪里？
"[['一江两岸', '装修情况', '毛坯']]",一 江 两 岸 的 装 修 情 况 如 何 ？,一江两岸的装修情况怎么样,请问一江两岸的装修情况是怎样的？
"[['乔尼亚斯·奥特曼（特摄动画作品《乔尼亚斯·奥特曼》中的主角）', '人间体', '光超一郎']]",乔 尼 亚 斯 · 奥 特 曼 的 人 间 体 是 什 么 ？,乔尼亚斯·奥特曼的人间体是谁,乔尼亚斯·奥特曼在特摄动画《乔尼亚斯·奥特曼》中的人间体是谁？
"[['1973年国际防止船舶造成污染公约', '制定时间', '1973年10月8日至11月2日']]",1973 年 国 际 防 止 船 舶 造 成 污 染 公 约 是 什 么 时 候 制 定 的 ？,1973年国际防止船舶造成污染公约是什么时候制定的,请问1973年国际防止船舶造成污染公约是在什么时候制定的？
"[['英卓', '服务范围', '英语培训']]",英 卓 的 服 务 范 围 是 什 么 ？,请问英卓的服务范围包含了哪些地区？,请问英卓提供哪些英语培训服务？
"[['国际贸易实务（2012年清华大学出版社出版的图书）', '印刷日期', '2011年12月8日']]",国 际 贸 易 实 务 是 什 么 时 候 印 刷 的 ？,国际贸易实务是什么时候印刷的？,请问国际贸易实务这本书是哪一天印刷的？
"[['c程序设计（2017年清华大学出版社出版的图书）', '印刷日期', '2017.04.28']]",请 问 c 程 序 设 计 是 什 么 时 候 印 刷 的 ？,c程序设计是什么时候印刷的？,请问 c 程序设计这本书是哪一天印刷的？
"[['三河（河北省廊坊市县级市）', '主要河流', '鲍邱河、泃河']]",你 知 道 三 河 的 主 要 河 流 是 什 么 吗 ？,三河有哪些主要的河流,请问三河的主要河流有哪些？
"[['七伤拳（金庸小说《倚天屠龙记》中的武功）', '所属门派', '崆峒派']]",你 知 道 七 伤 拳 属 于 什 么 门 派 吗 ？,七伤拳是哪个门派的,请问七伤拳属于哪个门派？
"[['丹克沙德尔', '登场日期', '1997年11月9日(放送日)']]",丹 克 沙 德 尔 是 什 么 时 候 登 场 的 ？,你知道丹克沙德尔的登场日期吗,丹克沙德尔是在哪一天首次亮相的？
"[['城头山遗址（江苏省镇江市句容县遗址）', '东西宽', '约200米']]",城 头 山 遗 址 的 东 西 有 多 宽 ？,城头山遗址东西多宽啊？,城头山遗址东西宽大约是多少？
