五元组信息,问题,生成的语句,查询结果
"{'start': '煤层气企业', 'type': '应当', 'labels(a)': ['组织与人员'], 'labels(b)': ['活动与作业']}",煤层气企业应当参与什么活动与作业?,"MATCH (enterprise:组织与人员 {name: '煤层气企业'})-[:应当]->(activity:活动与作业) RETURN enterprise.name AS enterprise_name, activity.name AS activity_name","[{'enterprise_name': '煤层气企业', 'activity_name': '对气水分离器（如有）定期排水'}, {'enterprise_name': '煤层气企业', 'activity_name': '对煤层气储罐定期检测'}, {'enterprise_name': '煤层气企业', 'activity_name': '在脱硫溶液系统中设过滤器'}, {'enterprise_name': '煤层气企业', 'activity_name': '并应当向进入站场的外来人员告知安全注意事项等'}, {'enterprise_name': '煤层气企业', 'activity_name': '在站场的进口处设置明显的安全警示牌、进站须知和逃生路线图'}, {'enterprise_name': '煤层气企业', 'activity_name': '定时记录设备的运转状况，定期分析主要设备的运行状态'}, {'enterprise_name': '煤层气企业', 'activity_name': '建立报废煤层气井的档案'}, {'enterprise_name': '煤层气企业', 'activity_name': '对报废的煤层气井进行封井处理'}, {'enterprise_name': '煤层气企业', 'activity_name': '在站场内设置风向标'}, {'enterprise_name': '煤层气企业', 'activity_name': '测井施工前，应当召开安全会'}, {'enterprise_name': '煤层气企业', 'activity_name': '停止测井作业'}, {'enterprise_name': '煤层气企业', 'activity_name': '将井口附近的无关物品移开'}, {'enterprise_name': '煤层气企业', 'activity_name': '及时清除钻台转盘及钻台作业面上的钻井液'}, {'enterprise_name': '煤层气企业', 'activity_name': '定期对从事放射性工作的人员进行个人剂量监测和职业健康检查'}, {'enterprise_name': '煤层气企业', 'activity_name': '建立个人剂量档案和职业健康监护档案'}, {'enterprise_name': '煤层气企业', 'activity_name': '对压裂施工进行统一指挥'}, {'enterprise_name': '煤层气企业', 'activity_name': '将排采沉淀池布置在井场围栏范围内'}, {'enterprise_name': '煤层气企业', 'activity_name': '定期用可燃气体检测仪检测阀门、管线是否漏气，发现漏气应当立即检修处理'}, {'enterprise_name': '煤层气企业', 'activity_name': '定期检查气水分离器（如有）的阀门、安全阀是否灵活好用'}]"
"{'start': '抽油机的安装', 'type': '应当符合', 'labels(a)': ['活动与作业'], 'labels(b)': ['法律法规']}",抽油机的安装应当符合什么法律法规?,"MATCH (installation:活动与作业 {name: '抽油机的安装'})-[:应当符合]->(law:法律法规) RETURN installation.name AS installation_name, law.name AS law_name","[{'installation_name': '抽油机的安装', 'law_name': '地基夯实，水泥基础坐落在土质均匀的原土上，冰冻地区应当开挖至冰冻层以下'}, {'installation_name': '抽油机的安装', 'law_name': '基础表面没有裂纹、变形现象'}, {'installation_name': '抽油机的安装', 'law_name': '抽油机底座与基础墩接触面紧密贴实，地角螺栓不得悬空'}, {'installation_name': '抽油机的安装', 'law_name': '平衡块与曲柄的装配面及曲柄燕尾槽内严禁夹入杂物'}]"
"{'start': '抽油机的安装', 'type': '应当符合', 'labels(a)': ['活动与作业'], 'labels(b)': ['法律法规']}",抽油机的安装应当符合什么法律法规?,"MATCH (installation:活动与作业 {name: '抽油机的安装'})-[:应当符合]->(law:法律法规) RETURN installation.name AS installation_name, law.name AS law_name","[{'installation_name': '抽油机的安装', 'law_name': '地基夯实，水泥基础坐落在土质均匀的原土上，冰冻地区应当开挖至冰冻层以下'}, {'installation_name': '抽油机的安装', 'law_name': '基础表面没有裂纹、变形现象'}, {'installation_name': '抽油机的安装', 'law_name': '抽油机底座与基础墩接触面紧密贴实，地角螺栓不得悬空'}, {'installation_name': '抽油机的安装', 'law_name': '平衡块与曲柄的装配面及曲柄燕尾槽内严禁夹入杂物'}]"
"{'start': '抽油机的安装', 'type': '应当符合', 'labels(a)': ['活动与作业'], 'labels(b)': ['法律法规']}",抽油机的安装应当符合什么法律法规?,"MATCH (installation:活动与作业 {name: '抽油机的安装'})-[:应当符合]->(law:法律法规) RETURN installation.name AS installation_name, law.name AS law_name","[{'installation_name': '抽油机的安装', 'law_name': '地基夯实，水泥基础坐落在土质均匀的原土上，冰冻地区应当开挖至冰冻层以下'}, {'installation_name': '抽油机的安装', 'law_name': '基础表面没有裂纹、变形现象'}, {'installation_name': '抽油机的安装', 'law_name': '抽油机底座与基础墩接触面紧密贴实，地角螺栓不得悬空'}, {'installation_name': '抽油机的安装', 'law_name': '平衡块与曲柄的装配面及曲柄燕尾槽内严禁夹入杂物'}]"
"{'start': '抽油机的安装', 'type': '应当符合', 'labels(a)': ['活动与作业'], 'labels(b)': ['法律法规']}",抽油机的安装应当符合什么法律法规?,"MATCH (installation:活动与作业 {name: '抽油机的安装'})-[:应当符合]->(law:法律法规) RETURN installation.name AS installation_name, law.name AS law_name","[{'installation_name': '抽油机的安装', 'law_name': '地基夯实，水泥基础坐落在土质均匀的原土上，冰冻地区应当开挖至冰冻层以下'}, {'installation_name': '抽油机的安装', 'law_name': '基础表面没有裂纹、变形现象'}, {'installation_name': '抽油机的安装', 'law_name': '抽油机底座与基础墩接触面紧密贴实，地角螺栓不得悬空'}, {'installation_name': '抽油机的安装', 'law_name': '平衡块与曲柄的装配面及曲柄燕尾槽内严禁夹入杂物'}]"
"{'start': '抽油机启动前，煤层气企业', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['环境与条件']}",抽油机启动前，煤层气企业应当满足什么环境与条件?,MATCH (enterprise:环境与条件)-[:应当]->(condition:环境与条件) WHERE enterprise.name = '抽油机启动前，煤层气企业' RETURN condition.name AS condition_name,[{'condition_name': '确保抽油机各部位牢固可靠、刹车及皮带松紧适宜、供电系统正常'}]
"{'start': '工作人员巡检时', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['安全管理']}",工作人员巡检时应当注意什么安全管理?,"MATCH (condition:环境与条件)-[:应当]->(safety:安全管理) WHERE condition.name = '工作人员巡检时' RETURN condition.name AS condition_name, safety.name AS safety_name","[{'condition_name': '工作人员巡检时', 'safety_name': '与抽油机保持一定的安全距离，刹车操作后应当合上保险装置'}]"
"{'start': '抽油机运转或者未停稳时', 'type': '不得', 'labels(a)': ['环境与条件'], 'labels(b)': ['安全管理']}",抽油机运转或者未停稳时不得参与什么安全管理?,"MATCH (condition:环境与条件 {name: '抽油机运转或者未停稳时'})-[:不得]->(safety:安全管理) RETURN condition.name AS condition_name, safety.name AS safety_name","[{'condition_name': '抽油机运转或者未停稳时', 'safety_name': '接触、靠近抽油机的运转部位，也不得进行润滑、加油或者调整皮带等操作'}]"
"{'start': '进行调整冲程、更换悬绳器等高空作业时，操作人员', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['活动与作业']}",在进行高空作业时，操作人员应当注意哪些环境与条件？,"MATCH (person:环境与条件)-[:应当]->(activity:活动与作业) WHERE person.name = '进行调整冲程、更换悬绳器等高空作业时，操作人员' RETURN person.name AS person_name, activity.name AS activity_name","[{'person_name': '进行调整冲程、更换悬绳器等高空作业时，操作人员', 'activity_name': '系好安全带并站稳'}]"
"{'start': '更换井口装置时，煤层气企业', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['安全管理']}",更换井口装置时，煤层气企业应当遵守什么安全管理规定?,MATCH (enterprise:环境与条件)-[:应当]->(safety:安全管理) WHERE enterprise.name = '更换井口装置时，煤层气企业' RETURN safety.name AS safety_management,[{'safety_management': '在施工现场配备防火、防爆设施'}]
"{'start': '割焊井口时，煤层气企业', 'type': '必须', 'labels(a)': ['环境与条件'], 'labels(b)': ['安全管理']}",割焊井口时，煤层气企业必须遵守什么安全管理?,"MATCH (enterprise:环境与条件 {name: '割焊井口时，煤层气企业'})-[:必须]->(safety:安全管理) RETURN enterprise.name AS enterprise_name, safety.name AS safety_name","[{'enterprise_name': '割焊井口时，煤层气企业', 'safety_name': '制定相应的安全技术措施'}]"
"{'start': '螺杆泵设备运行期间', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['环境与条件']}",螺杆泵设备运行期间应当满足什么环境与条件?,MATCH (condition:环境与条件 {name: '螺杆泵设备运行期间'})-[:应当]->(condition:环境与条件) RETURN condition.name AS condition_name,[]
"{'start': '螺杆泵设备运行期间', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['环境与条件']}",螺杆泵设备运行期间应当满足什么环境与条件?,MATCH (condition:环境与条件 {name: '螺杆泵设备运行期间'})-[:应当]->(condition:环境与条件) RETURN condition.name AS condition_name,[]
"{'start': '螺杆泵设备运行期间', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['环境与条件']}",螺杆泵设备运行期间应当满足什么环境与条件?,MATCH (condition:环境与条件 {name: '螺杆泵设备运行期间'})-[:应当]->(condition:环境与条件) RETURN condition.name AS condition_name,[]
"{'start': '螺杆泵设备运行期间', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['环境与条件']}",螺杆泵设备运行期间应当满足什么环境与条件?,MATCH (condition:环境与条件 {name: '螺杆泵设备运行期间'})-[:应当]->(condition:环境与条件) RETURN condition.name AS condition_name,[]
"{'start': '螺杆泵设备运行期间', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['环境与条件']}",螺杆泵设备运行期间应当满足什么环境与条件?,MATCH (condition:环境与条件 {name: '螺杆泵设备运行期间'})-[:应当]->(condition:环境与条件) RETURN condition.name AS condition_name,[]
"{'start': '欠载跳闸时，工作人员', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['活动与作业']}",欠载跳闸时，工作人员应当参与什么活动与作业?,"MATCH (person:环境与条件 {name: '欠载跳闸时，工作人员'})-[:应当]->(activity:活动与作业) RETURN person.name AS person_name, activity.name AS activity_name","[{'person_name': '欠载跳闸时，工作人员', 'activity_name': '排除方卡子松动、传动部分打滑、断杆卸载等原因后方可开机'}]"
"{'start': '过载跳闸时', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['活动与作业']}",过载跳闸时应当满足什么环境与条件?,"MATCH (condition:环境与条件 {name: '过载跳闸时'})-[:应当]->(activity:活动与作业) RETURN condition.name AS condition_name, activity.name AS activity_name","[{'condition_name': '过载跳闸时', 'activity_name': '排除短路、缺相现象后方可开机'}]"
"{'start': '排采设备的控制柜', 'type': '应当', 'labels(a)': ['设备与工具'], 'labels(b)': ['安全管理']}",排采设备的控制柜应当属于什么安全管理?,"MATCH (device:设备与工具 {name: '排采设备的控制柜'})-[:应当]->(safety:安全管理) RETURN device.name AS device_name, safety.name AS safety_name","[{'device_name': '排采设备的控制柜', 'safety_name': '有防护措施'}]"
"{'start': '埋地电缆处', 'type': '应当', 'labels(a)': ['环境与条件'], 'labels(b)': ['安全管理']}",埋地电缆处应当符合什么安全管理?,"MATCH (location:环境与条件 {name: '埋地电缆处'})-[:应当]->(safety:安全管理) RETURN location.name AS location_name, safety.name AS safety_name","[{'location_name': '埋地电缆处', 'safety_name': '有明显标记'}]"
"{'start': '测量电潜泵机组参数时，测量人员', 'type': '必须', 'labels(a)': ['环境与条件'], 'labels(b)': ['环境与条件']}",测量电潜泵机组参数时，测量人员必须满足什么环境与条件?,"MATCH (person:环境与条件 {name: '测量电潜泵机组参数时，测量人员'})-[:必须]->(condition:环境与条件) RETURN person.name AS person_name, condition.name AS condition_name","[{'person_name': '测量电潜泵机组参数时，测量人员', 'condition_name': '把控制柜总电源断开，并悬挂警示牌'}]"
