输入文本,生成问题,参考问题,改写问题
"[['14族元素', '别名', '碳族元素'], ['碳族元素', '包括', '碳'], ['碳', '密度', '1.8']]",请 问 14 族 元 素 的 别 名 的 包 括 的 密 度 是 多 少 ？,请问14族元素的别名的包括的密度是多少？,请问14族元素的别名包括的碳的密度是多少？
"[['寒痰', '常见发病部位', '喉咙'], ['喉咙', '泛指', '喉腔']]",寒 痰 的 常 见 发 病 部 位 泛 指 什 么 ？,你知道寒痰的常见发病部位泛指什么吗？,寒痰的常见发病部位通常是指什么地方呢？
"[['济州特别自治道', '下辖地区', '济州市'], ['济州市', '市鸟', '济州白背啄木鸟']]",大 家 了 解 济 州 特 别 自 治 道 的 下 辖 地 区 的 市 鸟 吗 ？,大家了解济州特别自治道的下辖地区的市鸟吗？,请问济州特别自治道的下辖地区市鸟是什么？
"[['重庆博圣酒店', '地理位置', '大渡口区'], ['大渡口区', '火车站', '重庆西站'], ['重庆西站', '车站等级', '特等站']]",重 庆 博 圣 酒 店 的 地 理 位 置 的 火 车 站 这 个 车 站 属 于 什 么 等 级 ？,重庆博圣酒店的地理位置的火车站这个车站属于什么等级？,请问重庆博圣酒店所处的火车站是哪个等级？
"[['王诗龄', '好友', '张悦轩'], ['张悦轩', '好友', '田雨橙,小小志,王诗龄,郭子睿']]",你 知 道 王 诗 龄 的 好 友 的 好 朋 友 都 有 谁 吗 ？,你知道王诗龄的好友的好朋友都有谁吗？,王诗龄的好朋友中，谁和谁又是好朋友呢？
"[['月亮月亮', '歌曲原唱', '李贞贤'], ['李贞贤', '家庭成员', '父:李吉戌,母:鲁在姬,4个姐姐']]",请 问 月 亮 月 亮 的 歌 曲 原 唱 还 有 哪 些 家 庭 成 员 ？,请问月亮月亮的歌曲原唱还有哪些家庭成员？,请问除了李贞贤，月亮月亮的歌曲还有哪些家庭成员参与？
"[['卡尔', '登场作品', '侠盗猎车手：圣安地列斯'], ['侠盗猎车手：圣安地列斯', '发行日期', '2004年10月26日（PS2）2005年6月7日（Xbox,PC）2008年10月20日（Xbox,360）2010年11月12日（OS,X）2012年12月11日（PS3）展开发行日期2004年10月26日（PS2）2005年6月7日（Xbox,PC）2008年10月20日（Xbox,360）2010年11月12日（OS,X）2012年12月11日（PS3）2013年12月12日（iOS）2013年12月19日（Android）收起']]",卡 尔 的 登 场 作 品 什 么 时 候 发 行 的 有 人 知 道 吗 ？,卡尔的登场作品是什么时候发行的有人知道吗？,请问卡尔的登场作品《侠盗猎车手：圣安地列斯》是在什么时候发行的？
"[['365夜故事精选（全十册）', '作者', '兰州大学'], ['兰州大学', '博士后流动站', '19个']]",365 夜 故 事 精 选 （ 全 十 册 ） 的 作 者 有 多 少 个 博 士 后 流 动 站 ？,365夜故事精选（全十册）的作者有多少博士后流动站？,请问兰州大学，作为《365夜故事精选（全十册）》的作者，拥有多少个博士后流动站？
"[['杨露禅', '子', '杨班侯'], ['杨班侯', '师傅', '杨露禅'], ['杨露禅', '子', '杨健侯']]",你 知 道 杨 露 禅 的 子 的 师 傅 的 儿 子 是 谁 吗 ？,你知道杨露禅的子的师傅的儿子是谁吗？,请问杨露禅的儿子的师傅是谁的孙子？
"[['鲁迪·费尔南德斯', '国籍', '西班牙'], ['西班牙', '国庆日', '10月12日'], ['10月12日', '出生名人', '丁玲']]",你 知 道 哪 个 名 人 是 鲁 迪 · 费 尔 南 德 斯 的 国 籍 的 国 庆 日 出 生 的 吗 ？,你知道哪个名人是在鲁迪·费尔南德斯的国籍的国庆日出生的吗？,请问，鲁迪·费尔南德斯的国籍的国庆日上出生的是哪位名人？
"[['我希望为了哥哥很好', '拍摄地点', '广州'], ['广州', '市花', '迎春花']]",我 希 望 为 了 哥 哥 很 好 的 拍 摄 地 点 市 花 是 什 么 花 ？,你听过我希望为了哥哥很好的拍摄地点的市花是什么吗？,请问广州的市花是什么？
"[['衰退时尚', '人物', '凯特·温斯莱特'], ['凯特·温斯莱特', '代表作品', '泰坦尼克号'], ['泰坦尼克号', '制片成本', '2亿美元']]",衰 退 时 尚 的 人 物 的 代 表 作 品 总 成 本 是 多 少 ？,衰退时尚的人物的代表作品的制片成本是多少？,请问衰退时尚中凯特·温斯莱特的代表作品《泰坦尼克号》的总成本是多少？
"[['七十二家房客', '主演', '郑钤丹'], ['郑钤丹', '最喜欢的动物', '白兔,小狗']]",你 知 道 七 十 二 家 房 客 的 主 演 最 喜 欢 什 么 动 物 吗 ？,七十二家房客的主演最喜欢什么小动物？,请问《七十二家房客》的主演最喜欢的动物是什么？
"[['马骝精大闹天宫', '导演', '陈平'], ['陈平', '逝世日期', '前178年']]",我 想 知 道 马 骝 精 大 闹 天 宫 的 导 演 是 什 么 时 候 死 的 ？,古代那个马骝精大闹天宫的导演是什么时候死的呀,马骝精大闹天宫的导演陈平是在什么时候去世的？
"[['房鹿', '代表作品', '新燕子李三'], ['新燕子李三', '上星平台', '2013年10月13日,山东/云南卫视']]",房 鹿 的 代 表 作 品 是 在 哪 国 台 播 放 ？,房鹿的代表作品是在哪国台播放？,房鹿的代表作《新燕子李三》是在哪个国家电视台播出的？
"[['晨星', '古名', '辰星'], ['辰星', '别称', '水星'], ['水星', '质量', '3.3022×10²³kg']]",晨 星 的 古 名 的 别 称 的 质 量 是 多 少 ？,晨星的古名的别称的质量是多少？,请问晨星的古名，也就是水星，它的质量是多少？
"[['高崎火车站', '途经线路', '福厦铁路'], ['福厦铁路', '动力方式', '接触网供电：25kV,50Hz']]",高 崎 火 车 站 的 途 经 线 路 的 动 力 方 式 是 什 么 ？,高崎火车站的途经线路的动力方式是什么？,请问高崎火车站的途经线路的动力方式是什么？
"[['见闻色霸气', '出处', '航海王'], ['航海王', '地区', '日本']]",见 闻 色 霸 气 的 出 处 是 哪 个 地 区 的 动 漫 ？,见闻色霸气的出处是哪个地区的动漫？,请问，见闻色霸气的出处是哪个地区的动漫？
"[['卜楞盖', '类别', '东北方言'], ['东北方言', '使用范围', '内蒙古自治区（部分地区）']]",卜 楞 盖 的 类 别 在 哪 里 使 用 ？,卜楞盖的类别在哪里使用？,卜楞盖的类别在哪些地区被使用？
"[['供用电、水、气、热力合同', '中文名', '热力合同'], ['热力合同', '图书编号', '1604402']]",供 用 电 、 水 、 气 、 热 力 合 同 的 中 文 名 的 图 书 编 号 是 多 少 ？,供用电、水、气、热力合同的中文名的图书编号是多少？,请问供用电、水、气、热力合同的中文名的图书编号是多少？
"[['北京地铁长春桥站', '所属线路', '北京地铁10号线'], ['北京地铁10号线', '车辆基地', '3座']]",北 京 地 铁 长 春 桥 站 的 所 属 线 路 有 哪 些 车 辆 基 地 ？,北京地铁长春桥站的所属线路有哪些车辆基地？,请问北京地铁长春桥站有哪些车辆基地？
"[['Blue Lagoon Beach Hotel', '周围景观', '西沃萨古尔·拉姆古兰爵士国际机场'], ['西沃萨古尔·拉姆古兰爵士国际机场', '服务城市', '大港区']]",Blue Lagoon Beach Hotel 的 周 围 景 观 服 务 于 哪 个 城 市 ？,请问Blue Lagoon Beach Hotel的周围景观在哪个城市？,请问 Blue Lagoon Beach Hotel 的 周 围 景 观 是 为 哪个 城市 提供 服务的？
"[['崔洪举', '民族', '吉林'], ['吉林', '机场', '延吉朝阳川机场'], ['延吉朝阳川机场', '营业类型', '公共事业']]",崔 洪 举 的 民 族 的 机 场 属 于 什 么 类 型 ？,告诉我崔洪举的民族的机场属于什么类型？,请问崔洪举的民族所属的机场属于什么类型？
"[['绝对理想主义', '代表人物', '布拉德利'], ['布拉德利', '场上位置', '教练']]",请 问 绝 对 理 想 主 义 的 代 表 人 物 在 场 上 的 职 位 是 什 么 啊?,请问绝对理想主义的代表人物在场上的职位是什么啊?,绝对理想主义的代表人物在场上担任什么职位呢？
"[['中甜205', '选育单位', '中国农业科学院甜菜研究所'], ['中国农业科学院甜菜研究所', '在职职工', '180余人']]",中 甜 205 的 选 育 单 位 有 多 少 名 职 工 ？,中甜205的选育单位有多少名职工？,请问中甜205的选育单位有多少名在职职工？
"[['欧洲近代生活：宗教、巫术、启蒙运动', '书名', '启蒙运动'], ['启蒙运动', '代表人物', '伏尔泰'], ['伏尔泰', '主张', '天赋人权,法律面前人人平等。']]",大 家 知 道 欧 洲 近 代 生 活 ： 宗 教 、 巫 术 、 启 蒙 运 动 的 书 名 的 代 表 人 物 的 主 张 吗 ？,大家知道欧洲近代生活：宗教、巫术、启蒙运动的书名的代表人物的主张吗？,请问，欧洲近代生活：宗教、巫术、启蒙运动这本书的代表人物伏尔泰的主张是什么？
